frame_number,object_class,confidence_score,x1,y1,x2,y2
15,63,0.8373119235038757,683.9226,368.9215,1187.709,590.6109
15,41,0.386804461479187,1150.8743,303.58813,1273.4753,534.22107
16,63,0.8423129320144653,684.068,369.04706,1187.9323,590.95544
16,41,0.37522006034851074,1151.2302,303.0916,1274.0923,534.17084
17,63,0.8306994438171387,684.1185,369.2611,1187.7748,590.8382
17,41,0.34537333250045776,1151.0328,303.14905,1274.2372,534.30237
18,63,0.8200849294662476,683.8833,369.40234,1187.7041,591.359
18,41,0.32880857586860657,1151.0908,303.09808,1274.1475,534.55566
19,63,0.8179354667663574,683.9751,369.5758,1187.5015,591.2669
19,41,0.39892834424972534,1150.3267,304.22595,1273.0044,534.8236
20,63,0.783933699131012,683.9496,369.86328,1187.1519,591.42993
20,41,0.3757716715335846,1149.9126,303.92297,1273.25,534.65204
21,63,0.7957489490509033,684.1217,370.16602,1187.7601,591.7671
21,41,0.49337533116340637,1150.1176,305.07367,1272.8429,535.44604
22,63,0.795822262763977,684.1953,370.7589,1187.8514,592.15015
22,41,0.5414302945137024,1150.301,305.89056,1273.1311,535.80554
23,63,0.7549029588699341,684.5536,371.33838,1188.1213,592.5427
23,41,0.437106192111969,1150.7395,306.24622,1273.3718,536.1288
24,63,0.7084521651268005,684.80396,372.39673,1188.5159,592.8268
24,41,0.39266157150268555,1151.3389,306.48846,1273.1279,536.65027
25,63,0.706358790397644,684.8762,373.28174,1188.8125,594.7701
25,41,0.41296449303627014,1152.0472,306.17786,1273.7052,536.8037
26,63,0.7222466468811035,685.0176,374.63068,1189.1523,597.5829
26,41,0.5459925532341003,1153.4924,306.78027,1274.6992,537.4392
27,63,0.6614115834236145,684.6836,376.8789,1189.655,597.9914
27,41,0.6339584589004517,1154.0051,308.9818,1274.7908,539.4004
28,63,0.606391966342926,684.7506,379.29773,1190.1619,590.3764
28,41,0.4066306948661804,1153.8215,310.6729,1274.7065,541.2718
29,41,0.7431796193122864,1153.1261,315.62592,1274.588,542.9118
29,63,0.45398107171058655,684.5902,381.8498,1189.4049,593.80774
30,41,0.7937781810760498,1152.3269,316.30402,1273.6672,546.6038
30,63,0.6410582065582275,683.0397,381.92737,1187.7914,536.95166
30,63,0.32652199268341064,685.2566,383.09985,1189.1002,606.1854
31,41,0.7975550889968872,1151.1619,320.2113,1272.7395,549.50336
31,63,0.43415457010269165,682.5713,386.0346,1185.1224,540.4905
32,41,0.8250368237495422,1149.5424,322.23303,1270.8053,551.5205
32,63,0.5707839727401733,681.09485,387.7787,1182.9915,537.3504
33,41,0.8389958143234253,1148.4924,323.3692,1270.1648,553.9725
33,63,0.5998249053955078,680.0747,389.39728,1180.9832,541.4033
34,41,0.7955649495124817,1147.5049,324.61053,1268.5947,556.41113
34,63,0.49383142590522766,679.9385,392.1867,1178.6929,543.50946
34,63,0.2677015960216522,680.8485,393.0813,1181.002,612.40784
35,41,0.8230407238006592,1145.9719,328.7649,1267.2458,559.2422
35,63,0.5465937256813049,679.8126,396.01062,1178.6012,618.7617
35,63,0.3245096206665039,680.5648,394.90503,1177.3615,549.74335
36,41,0.7080490589141846,1145.6969,328.77216,1267.0111,562.21246
36,63,0.6032751202583313,679.3572,397.90002,1179.7085,622.2261
37,41,0.6880484819412231,1145.1489,330.146,1266.8406,563.59247
37,63,0.6294130086898804,678.08374,398.66702,1178.9194,622.76074
38,63,0.6011056900024414,677.8263,399.44836,1178.8954,624.36426
38,41,0.5511454343795776,1144.6714,331.29242,1266.4214,564.9924
39,41,0.5752483010292053,1144.4839,331.03833,1266.4785,565.3506
39,63,0.5721784830093384,676.8657,399.87604,1179.0363,621.487
39,63,0.40232858061790466,677.21045,400.46136,1178.9553,554.806
40,63,0.6476485133171082,675.4436,398.6401,1178.523,623.8384
40,41,0.5964161157608032,1144.2985,329.57996,1266.3163,563.782
41,41,0.7730326056480408,1144.3518,328.44135,1266.0017,561.5832
41,63,0.6547125577926636,675.8594,397.15585,1178.871,606.23816
42,41,0.8192453384399414,1145.4661,325.70337,1266.8782,556.8529
42,63,0.5087738633155823,676.00195,394.46945,1177.8918,618.81177
42,63,0.2710624635219574,676.26794,393.7456,1176.3579,551.39355
43,41,0.8138365745544434,1146.3616,323.2085,1268.6926,552.6948
43,63,0.5827322006225586,676.41895,388.1231,1178.9147,542.8151
44,41,0.8580955266952515,1148.6362,317.3946,1271.981,547.79156
44,63,0.5095544457435608,676.542,383.4544,1180.5347,537.7235
45,41,0.6997177004814148,1150.3806,310.14215,1274.1013,541.985
45,63,0.513645350933075,677.0526,378.63092,1184.705,536.48926
46,41,0.7470240592956543,1153.7188,306.04718,1276.2959,537.09564
46,63,0.38197213411331177,677.89746,371.97272,1187.567,534.19836
46,63,0.288566529750824,676.9935,371.54803,1190.6674,602.77606
47,41,0.5608635544776917,1154.4279,299.07843,1277.6493,534.73083
47,63,0.559440016746521,676.29407,365.81787,1189.1388,598.5086
48,63,0.7074028849601746,675.0112,364.41498,1189.5789,599.75665
48,41,0.3145429193973541,1155.1796,296.80798,1278.597,534.59216
49,63,0.5627214312553406,673.2189,364.71497,1189.6243,601.1006
49,41,0.4552428126335144,1155.4514,297.81964,1278.012,535.7481
50,41,0.5990116596221924,1155.7878,301.50836,1278.3552,538.2786
50,63,0.39525726437568665,674.0497,370.02838,1189.7218,536.22327
51,41,0.5975874662399292,1155.3541,306.63068,1278.0621,542.8008
51,63,0.4304215610027313,673.2102,373.1142,1192.1401,536.62726
52,41,0.5784874558448792,1155.5363,310.26984,1278.9762,551.12775
52,63,0.2751827836036682,670.66296,378.49384,1190.4044,615.2016
53,41,0.694908082485199,1156.532,315.4085,1278.8738,557.32355
53,63,0.34489256143569946,668.82007,385.04736,1191.1423,618.9586
54,41,0.7058502435684204,1157.4982,321.7171,1279.1139,562.09076
54,63,0.3542231619358063,668.6704,389.0552,1189.2614,628.8174
55,63,0.44763174653053284,666.8429,394.66147,1190.246,635.44324
55,41,0.36512309312820435,1158.0685,323.95026,1279.382,567.7916
56,63,0.578046977519989,666.9612,397.3533,1194.4258,638.77734
56,41,0.4126759171485901,1160.0913,326.51703,1279.6943,567.8921
57,63,0.7355520725250244,666.55444,397.83838,1196.4282,646.91724
57,41,0.281125009059906,1161.9878,327.54944,1279.6958,571.00696
58,63,0.7357357740402222,666.37683,396.93347,1199.9835,647.7167
58,41,0.2603011727333069,1163.942,326.4643,1279.6969,572.1454
59,63,0.7730300426483154,665.9431,394.68753,1202.2917,646.876
60,63,0.6981719136238098,666.32214,390.1141,1204.7533,641.14465
61,63,0.6211502552032471,666.8718,386.0083,1210.3796,633.8932
61,41,0.46585893630981445,1170.9017,314.18512,1279.6698,564.65314
62,41,0.7536137700080872,1173.387,305.28754,1279.6892,554.0122
62,63,0.5042775869369507,667.30554,379.74704,1212.3948,633.146
63,41,0.44475170969963074,1176.009,297.8578,1279.6956,548.73267
63,63,0.34210023283958435,667.54724,370.5721,1216.9603,624.60364
64,63,0.5118672251701355,668.1312,365.7469,1224.1715,553.67206
65,63,0.5111361145973206,666.61145,356.46112,1220.884,548.5872
66,63,0.6002711653709412,670.2145,348.5885,1223.9939,535.0309
67,63,0.5088837146759033,671.48193,339.34436,1225.0283,533.4501
68,63,0.6754312515258789,673.7434,333.6341,1233.5347,596.70245
69,63,0.6857263445854187,674.1953,325.00494,1238.0408,579.6222
70,63,0.6734775900840759,676.9016,317.32904,1242.7563,584.24036
71,63,0.6385920643806458,678.4198,310.77582,1247.1655,518.4747
72,63,0.6039332151412964,682.9894,305.05896,1251.1554,544.57056
73,63,0.629803478717804,684.51917,299.6325,1255.673,499.2011
74,63,0.6508752107620239,688.7772,291.06757,1262.1251,493.81012
75,63,0.6767177581787109,691.94836,283.22247,1272.2078,488.4488
76,63,0.6553997993469238,695.14246,276.63483,1278.0447,476.79242
76,73,0.29336434602737427,150.4087,475.3863,595.0687,717.0805
77,63,0.6275055408477783,698.9785,274.11633,1277.0107,473.61047
77,73,0.3170362710952759,153.79626,471.86227,599.38257,714.97363
78,63,0.6200416684150696,701.9099,268.00305,1280.0,522.52954
79,63,0.6819160580635071,704.83057,263.21753,1280.0,531.9468
79,73,0.2586456835269928,156.01294,463.43484,607.4606,714.7549
80,63,0.704987108707428,706.8655,259.1266,1280.0,530.70404
81,63,0.6865215301513672,709.0552,256.22925,1280.0,527.663
81,73,0.2920931875705719,152.456,458.4709,615.62524,713.83844
82,63,0.6455634832382202,713.0106,249.97961,1279.394,527.193
82,67,0.3604235053062439,715.2334,251.7832,1280.0,527.5378
82,73,0.3317055106163025,168.72902,454.40942,617.344,714.2263
83,63,0.7178134918212891,716.29333,246.17273,1279.2712,524.19556
84,63,0.7427243590354919,719.48486,243.5509,1278.854,521.96515
85,63,0.715644121170044,721.4758,241.29016,1278.7236,509.59113
86,63,0.7303277850151062,725.01,238.1842,1278.5613,510.79596
87,63,0.715808093547821,727.57886,234.14642,1278.5459,509.13263
87,67,0.32625192403793335,727.131,232.86078,1280.0,508.94806
88,63,0.6817610859870911,727.8766,229.86487,1278.9989,500.37885
88,67,0.4463742673397064,727.64856,228.71869,1280.0,505.06897
89,63,0.5976762175559998,728.9911,227.03925,1278.8352,499.34467
89,67,0.5500091314315796,728.83655,225.58148,1280.0,501.48035
90,63,0.6623528003692627,731.1461,222.98727,1278.7422,450.3279
90,73,0.2776898443698883,188.2008,424.78857,631.0266,712.527
91,63,0.6826392412185669,735.51074,219.98347,1278.8469,435.76483
91,73,0.28874415159225464,197.90326,421.87622,632.95074,713.8125
92,63,0.5768662691116333,736.9087,216.25734,1279.0693,474.75427
92,67,0.30383142828941345,737.3485,215.48958,1280.0,493.268
93,63,0.6925954818725586,738.73804,213.1351,1279.1875,448.2543
94,63,0.6095945239067078,740.03394,210.80687,1279.2041,478.4281
94,73,0.29496705532073975,222.6026,410.79932,638.4358,712.2234
94,67,0.2558199465274811,739.3889,210.49014,1280.0,487.8561
95,63,0.6214339137077332,744.85815,206.72906,1278.8334,410.53912
95,73,0.2786306142807007,233.74347,408.76947,641.14746,711.7508
96,63,0.6570675373077393,745.8345,203.46991,1279.0708,430.41797
97,63,0.6223578453063965,745.4667,199.81897,1279.3041,462.61646
97,73,0.2614336609840393,240.24767,401.34174,642.5842,711.6126
98,63,0.6752813458442688,747.29553,196.8797,1279.0975,474.5052
98,73,0.3292625844478607,238.97827,401.2513,642.8038,709.0768
99,63,0.5925929546356201,748.12134,194.4939,1279.228,472.18732
99,73,0.2910139262676239,241.82008,394.2499,645.4636,709.025
100,63,0.6953683495521545,749.3533,191.78174,1278.97,468.7265
100,73,0.29375675320625305,243.852,392.75186,645.93854,707.74963
101,63,0.5738318562507629,750.89026,189.46307,1278.8086,468.90436
101,73,0.3242590129375458,243.30482,391.5207,644.6842,705.3427
102,63,0.564750075340271,752.33093,186.59416,1278.9109,462.00153
102,73,0.31247058510780334,242.96912,386.71176,645.9275,703.89
103,63,0.6915046572685242,753.5951,183.86482,1278.7357,463.90472
103,73,0.28281304240226746,249.87276,384.44092,648.17535,701.9337
103,67,0.25375914573669434,752.66565,183.20064,1279.6183,464.80304
104,63,0.6440679430961609,754.7175,181.5826,1278.7823,463.7397
104,67,0.35768362879753113,752.3324,180.46628,1279.3319,464.68228
104,73,0.277706116437912,245.32579,378.09937,647.7433,700.55676
105,63,0.7174057364463806,755.4214,179.4416,1278.7041,463.72076
105,73,0.3102003335952759,246.46252,375.61734,648.9806,698.1908
106,63,0.7661667466163635,758.5403,176.41138,1278.5205,461.0833
106,73,0.40725579857826233,245.57391,374.45502,648.6867,695.21576
107,63,0.7052420973777771,758.2468,173.24802,1279.6912,441.72122
107,73,0.2750711441040039,244.82379,370.86755,650.8421,693.09546
108,63,0.7165514826774597,759.45264,166.18085,1279.9373,409.14166
108,73,0.2733892798423767,244.94627,366.89713,652.93713,689.82214
109,63,0.7483280897140503,760.93506,162.3506,1278.8658,441.21448
110,63,0.6316981911659241,763.4829,157.41032,1279.0024,402.29327
110,73,0.2609754204750061,245.86237,362.02808,655.22485,685.256
111,63,0.6366540789604187,765.8347,154.22815,1278.8901,364.3105
111,65,0.3547686040401459,141.39444,233.25266,468.73367,395.70718
111,73,0.31997716426849365,244.85138,356.92307,657.449,683.49365
112,63,0.6647058725357056,767.38916,151.32996,1278.6758,363.14795
112,56,0.4028591215610504,0.12944031,386.64026,238.18935,713.83093
113,63,0.7240842580795288,768.82214,148.69745,1278.7969,433.90198
113,73,0.28081586956977844,248.59984,349.96426,660.3827,679.18835
114,63,0.708319365978241,769.62695,146.56688,1278.8899,433.10657
114,67,0.3297259211540222,767.0348,146.47092,1280.0,434.22537
114,73,0.291361540555954,247.77043,348.03912,660.8116,677.22687
115,63,0.7238166332244873,771.2632,145.24185,1279.0901,396.63644
115,73,0.31287333369255066,246.8706,346.06665,661.61304,676.24426
116,63,0.764351487159729,773.00885,142.99211,1279.1118,420.9312
116,73,0.31164899468421936,246.39433,345.03662,663.0522,676.12476
117,63,0.7426386475563049,774.4996,141.31367,1279.0518,425.72906
117,73,0.35351037979125977,247.04352,343.59607,664.03546,676.0956
118,63,0.7617467641830444,775.0462,139.37794,1279.1111,427.5089
118,73,0.3892129957675934,246.0418,343.40588,664.476,677.3722
119,63,0.7736201882362366,775.67505,137.61404,1279.3623,423.7999
119,73,0.38319557905197144,246.27904,341.78796,665.39,677.6676
120,63,0.7431350350379944,776.20337,136.27576,1279.3923,411.63074
120,73,0.37573954463005066,247.0352,340.92114,666.2723,678.6124
121,63,0.7002890706062317,776.94403,134.80933,1279.3904,387.3781
121,73,0.3559624254703522,246.83197,339.56537,666.8511,679.0434
122,63,0.6659220457077026,777.6346,133.49347,1279.4622,395.61914
122,73,0.41090840101242065,249.42213,338.44263,668.5254,679.79297
123,63,0.7104194164276123,778.3501,132.56824,1279.5112,415.05804
123,73,0.39099642634391785,248.86449,338.36084,669.72815,680.7925
124,63,0.7042925953865051,779.74365,132.06824,1279.5464,386.47766
124,73,0.4394941031932831,247.77538,338.08197,669.94727,681.90424
125,63,0.718575656414032,780.3242,131.20207,1279.4758,413.93317
125,73,0.40926897525787354,246.51726,337.82343,670.80914,684.2767
126,63,0.7268378138542175,780.68616,130.84564,1279.5992,417.85016
126,73,0.4351936876773834,246.81587,337.86142,671.23627,685.7113
127,63,0.7761639952659607,781.60913,130.11963,1279.5474,426.76703
127,73,0.39985719323158264,244.41034,337.7126,671.25696,687.34357
127,28,0.2740875482559204,783.25903,128.15193,1280.0,427.8957
128,63,0.7748184204101562,782.18744,129.07545,1279.5679,427.7168
128,73,0.36299899220466614,242.8139,337.8718,671.46924,688.7014
128,28,0.3079093098640442,783.6243,126.96352,1280.0,427.57678
129,63,0.7741092443466187,782.43646,128.37134,1279.5171,427.6557
129,73,0.3814159631729126,241.84424,337.5214,671.9161,689.1478
129,28,0.26097172498703003,783.9855,126.0069,1280.0,427.5196
130,63,0.756109893321991,782.9243,127.23468,1279.4253,424.69464
130,73,0.2965434193611145,240.8806,337.46115,671.49194,689.8025
130,28,0.2519526183605194,784.3296,124.91115,1280.0,426.5802
131,63,0.7266249060630798,784.05566,126.32823,1279.3462,420.1532
131,73,0.3219698667526245,239.67107,337.5495,671.51105,690.38104
132,63,0.6885414719581604,784.45215,125.34119,1279.3694,406.08167
132,73,0.33060625195503235,238.41707,337.0434,672.2906,690.97504
133,63,0.6753308773040771,785.2683,124.37698,1279.4221,396.84946
133,73,0.3617453873157501,237.82051,336.8213,672.9251,692.08484
133,64,0.2571176588535309,284.7243,275.90735,390.71924,343.72058
134,63,0.6671032309532166,785.86456,123.38042,1279.3655,368.05145
134,73,0.41061732172966003,236.52618,337.06055,672.9776,693.8126
134,64,0.2623239755630493,284.29156,275.66693,391.52155,343.6385
135,63,0.6966562867164612,785.938,122.435074,1279.4526,393.16064
135,73,0.4141318202018738,235.7766,336.9626,672.71936,695.17194
136,63,0.6977285742759705,786.20856,120.73541,1279.3989,408.64465
136,73,0.4491892457008362,235.37622,336.5096,673.07166,696.45544
137,63,0.7028757333755493,786.589,119.42151,1279.3856,402.55817
137,73,0.4666692316532135,234.53816,335.54965,673.17865,697.5397
138,63,0.6938529014587402,787.1079,117.42238,1279.1731,348.66357
138,73,0.4757924973964691,232.30147,334.63574,673.1401,698.28796
139,63,0.6730597019195557,786.9678,115.52496,1279.259,349.9657
139,73,0.46422645449638367,232.17503,334.48502,673.26,698.6261
140,63,0.6711767911911011,786.688,114.304535,1279.4697,393.62674
140,73,0.4293120503425598,232.11261,332.23257,673.08545,699.0099
141,63,0.7066364288330078,786.32355,112.38074,1279.3181,416.00958
141,73,0.4639799892902374,230.95656,331.14587,672.43054,699.62244
142,63,0.6899004578590393,785.98413,110.329956,1279.3198,415.39178
142,73,0.42728257179260254,228.99883,330.0733,671.6037,699.17145
143,63,0.7379698157310486,786.2722,109.12312,1280.0,408.5025
143,73,0.42412805557250977,221.36397,330.29254,669.7194,699.9461
144,63,0.6859338283538818,784.1596,105.5067,1279.3428,406.16833
144,73,0.3484426736831665,186.06563,330.01175,668.679,701.14795
145,63,0.6945582628250122,783.22565,102.467224,1279.3613,383.08307
145,73,0.37571585178375244,206.58685,329.83203,666.52673,700.9802
146,63,0.6887078881263733,782.4469,100.37984,1279.4601,373.3155
146,73,0.36631521582603455,216.52551,329.65784,664.79224,701.43933
147,63,0.6920250654220581,781.18445,98.7702,1279.4066,396.98315
148,63,0.6871357560157776,780.10187,96.64041,1279.5173,390.9584
148,64,0.26855242252349854,266.28946,264.5188,398.39175,338.68854
149,63,0.7013426423072815,778.0743,94.59685,1279.71,409.15778
150,63,0.670799732208252,776.2355,92.129486,1279.8844,398.8383
151,63,0.6345793604850769,774.59076,90.201004,1279.7886,390.826
152,63,0.6391538381576538,773.1848,87.96875,1278.8054,360.0614
153,63,0.7945128679275513,769.9927,85.528015,1279.0627,410.0141
154,63,0.7285865545272827,767.9507,83.38986,1279.0018,408.5565
154,73,0.3107456564903259,187.71368,322.4756,640.5725,705.3401
154,56,0.27738818526268005,0.0,358.84613,193.40196,709.1351
155,63,0.7764757871627808,764.9297,82.844635,1279.206,408.90543
155,73,0.3246482312679291,180.97144,321.53247,636.9303,707.03394
156,63,0.6362730264663696,762.4734,81.12311,1278.9672,351.37024
156,73,0.31901922821998596,153.84998,320.4058,632.2482,707.23975
156,56,0.2783416509628296,0.0,359.91064,184.12451,709.5073
157,63,0.7736926078796387,757.6411,79.70834,1279.3463,405.63718
157,73,0.27498823404312134,140.57677,319.34637,628.5106,707.16656
158,63,0.7660858631134033,753.84644,78.59395,1279.1941,404.11237
158,73,0.32663124799728394,115.41443,319.35434,624.15564,707.2047
159,63,0.7272891998291016,750.38354,77.48404,1279.1711,402.77805
159,64,0.33245721459388733,539.75464,386.43597,669.27783,470.12164
159,73,0.2835453748703003,96.24194,320.21478,619.71497,707.73114
160,63,0.7480970025062561,746.47705,76.34422,1279.3982,407.23438
160,64,0.48778989911079407,536.24603,386.83588,664.9294,469.95636
160,73,0.3360011875629425,93.69385,321.14233,615.5814,707.895
161,63,0.8022031784057617,742.245,75.36055,1279.4407,406.9234
162,63,0.7243804335594177,737.16724,74.35292,1279.3713,404.78333
163,63,0.7454447150230408,731.209,74.34978,1279.4575,406.78772
164,63,0.6641755700111389,726.2942,74.04567,1279.5854,392.08093
165,63,0.6583720445632935,719.3384,73.77368,1279.7396,406.76825
165,64,0.4516429305076599,508.42075,391.5299,640.0526,477.3177
165,67,0.31463655829429626,721.3137,72.2225,1279.9663,408.09647
166,63,0.6439236402511597,713.16003,74.411896,1279.8098,395.7252
166,64,0.5026289820671082,503.21725,392.54166,633.0454,479.46085
167,63,0.7223352193832397,708.772,75.30391,1279.6957,410.10187
167,64,0.4214707016944885,493.20673,394.62115,629.4183,482.2785
168,63,0.6065168976783752,703.62,75.3781,1279.5283,389.24457
169,63,0.5532594323158264,699.2429,74.53308,1279.6709,399.09338
170,63,0.6254706978797913,692.3994,75.346436,1280.0,407.63702
170,64,0.3513675332069397,477.14728,401.2489,609.9008,489.54718
170,73,0.33764126896858215,6.4648438,331.68738,550.7672,708.1233
170,67,0.2708480656147003,693.818,73.8752,1279.7477,411.89703
171,63,0.5765720009803772,686.27563,75.12286,1279.8606,407.18872
171,67,0.33268672227859497,688.0902,73.56467,1279.8429,412.86038
171,64,0.30692532658576965,467.7475,403.06396,602.1491,492.28394
171,73,0.30114060640335083,19.387024,335.5625,541.24603,708.2886
172,63,0.4965405762195587,679.4647,74.43521,1279.816,409.8185
172,67,0.4906877279281616,677.94666,73.57498,1280.0,413.44266
172,73,0.29680928587913513,10.38501,338.34976,535.80963,708.95984
173,63,0.5947912335395813,672.2832,74.15387,1279.9702,393.8062
173,64,0.32076770067214966,119.61432,270.56973,246.89725,351.4479
173,67,0.2738325893878937,671.43506,72.243286,1279.887,410.57837
174,63,0.5776628851890564,665.1759,73.00592,1279.9089,396.75812
174,67,0.3725796639919281,664.6129,71.17087,1280.0,412.54367
174,64,0.2939833700656891,447.27832,405.6006,583.88916,496.32764
175,63,0.6492578983306885,660.3463,72.27222,1279.8398,410.16913
175,64,0.49141013622283936,441.57428,405.58942,577.3326,495.66003
175,67,0.36506709456443787,661.31665,70.53111,1280.0,413.9021
176,63,0.6086903810501099,653.2888,70.686584,1279.9438,387.4989
176,64,0.4539628028869629,436.31226,405.74042,570.93787,496.72656
176,67,0.2886944115161896,657.01086,69.58362,1279.9807,407.72864
177,63,0.5976046919822693,647.8673,68.989624,1280.0,407.73828
177,64,0.48631879687309265,428.26642,406.023,566.2666,497.4842
177,67,0.32591328024864197,648.6239,68.81467,1280.0,411.63962
177,73,0.297367125749588,2.745636,339.57742,499.53458,708.91113
178,63,0.5916126370429993,644.08923,67.953186,1279.9835,411.27753
178,64,0.5071260333061218,423.37512,406.83325,561.09766,498.22827
178,67,0.4314552843570709,643.8169,67.93086,1280.0,412.6264
179,63,0.5887970328330994,641.0897,66.69942,1279.5773,407.62726
179,67,0.41360366344451904,638.7987,66.071686,1280.0,411.59305
179,64,0.33121705055236816,418.96246,406.1671,555.4655,498.83844
180,67,0.4565044045448303,634.0674,65.15517,1280.0,413.15796
180,63,0.4496475160121918,635.1527,65.53018,1279.9725,410.43582
180,73,0.32444876432418823,0.0,339.1823,483.9902,708.5567
181,67,0.4876510202884674,630.6776,63.747803,1280.0,413.56952
181,28,0.4025881886482239,635.5215,63.539383,1280.0,414.6646
181,63,0.38003987073898315,631.1455,64.52557,1279.6707,409.5517
181,64,0.353495717048645,408.39374,406.47522,546.6508,498.67212
181,73,0.27907130122184753,0.0032348633,340.7672,476.28336,709.4258
182,63,0.41802623867988586,625.4822,63.848495,1279.5654,410.68976
182,28,0.38914749026298523,627.458,62.44835,1279.4719,413.0121
182,67,0.33871617913246155,626.141,62.686035,1280.0,412.41724
182,64,0.2705993056297302,401.62097,406.26453,540.3127,498.9854
183,63,0.4210800230503082,620.3356,62.000412,1279.7004,409.75116
183,67,0.39366018772125244,622.07324,60.45439,1280.0,411.24017
183,28,0.3880768418312073,622.8141,60.485596,1279.5225,411.56036
183,64,0.3778558373451233,393.5899,405.98962,534.93945,499.59515
183,73,0.263761043548584,0.0,338.6267,465.02637,712.23645
184,63,0.42297402024269104,615.2859,60.734894,1280.0,403.27524
184,28,0.39310353994369507,617.0083,58.892334,1279.7117,408.48608
184,64,0.36971181631088257,390.66357,406.73053,531.68604,499.7605
184,67,0.29008960723876953,617.0126,59.527344,1280.0,408.7173
185,67,0.4309387803077698,611.51196,57.0766,1280.0,409.23615
185,64,0.3644290566444397,386.69946,406.20355,527.12634,500.31317
185,63,0.3636853098869324,609.90186,59.749863,1280.0,407.62927
186,63,0.4453151524066925,607.7377,58.035095,1279.9622,405.95416
186,64,0.35753610730171204,381.2586,406.02032,521.98047,499.9137
186,28,0.35746482014656067,607.08984,55.48709,1279.8657,407.68533
186,73,0.3375956118106842,0.1552124,340.44583,447.17224,714.6399
186,67,0.26924341917037964,605.7136,57.35382,1279.9863,407.99463
186,64,0.26760348677635193,31.026047,270.97455,161.26018,355.98322
187,63,0.5132918357849121,602.46924,57.1102,1280.0,398.6314
187,73,0.4368531405925751,0.66867065,341.0929,444.94766,715.371
187,64,0.40293654799461365,27.476715,270.65704,156.13162,354.39313
187,67,0.3422277569770813,601.40234,54.36972,1280.0,404.82425
187,64,0.3117735683917999,377.80756,405.31866,517.82117,499.34692
187,28,0.27852940559387207,602.3712,55.92444,1279.4015,403.37238
188,63,0.6040486097335815,597.97546,54.597595,1279.844,404.28583
188,73,0.4483022391796112,0.106933594,339.48312,437.36127,715.93555
188,67,0.43948280811309814,597.7483,52.498352,1280.0,405.2013
188,64,0.4063156247138977,20.7137,270.88876,150.79124,355.21115
188,64,0.3567771315574646,375.46393,405.47797,513.6098,499.1878
189,63,0.6754506230354309,592.38025,52.960327,1280.0,401.55634
189,64,0.4345741868019104,14.704926,270.724,146.1741,356.34167
189,73,0.3813912272453308,0.17596436,338.82358,433.3518,715.9769
189,28,0.33242765069007874,595.43774,50.6243,1279.6914,405.55865
190,63,0.6585037112236023,585.4136,51.35379,1278.831,404.02234
190,28,0.3637599050998688,584.1483,48.175354,1279.5286,404.03192
190,73,0.31651902198791504,0.38687134,339.8537,424.35373,714.95844
191,63,0.6076033711433411,582.28064,49.67749,1278.8777,402.5771
191,28,0.3778896629810333,580.9855,46.75946,1279.5359,402.7855
191,73,0.2733222246170044,0.10519409,337.9722,418.88513,715.271
192,63,0.6292038559913635,578.01074,48.04608,1278.9882,402.809
192,64,0.3420875072479248,0.8186493,269.4054,126.553665,355.57288
192,28,0.31965935230255127,577.1074,45.484222,1279.9633,401.9277
